"id","ALUMNOS","ESPAÑOL","MATEMATICAS","INGLES","CIENCIAS_NATURALES","HISTORIA","EDUCACION_FISICA","ARTES","TECNOLOGIA","NUM_FALTAS","PARTICIPACIONES","RENDIMIENTO"
876,"Gabriela Sánchez Ramírez",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
877,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
878,"José Luis Pérez Fernández",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
879,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
880,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
881,"Ana María Ramírez Fernández",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
882,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
883,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
884,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
885,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
886,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
887,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
888,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
889,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
890,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
891,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
892,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
893,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
894,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
895,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
896,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
897,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
898,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
899,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
900,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
901,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
902,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
903,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
904,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
905,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
906,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
907,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
908,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
909,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
910,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
911,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
912,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
913,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
914,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
915,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
916,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
917,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
918,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
919,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
920,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
921,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
922,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
923,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
924,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
925,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
926,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
927,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
928,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
929,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
930,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
931,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
932,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
933,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
934,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
935,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
936,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
937,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
938,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
939,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
940,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
941,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
942,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
943,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
944,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
945,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
946,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
947,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
948,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
949,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
950,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
951,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
952,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
953,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
954,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
955,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
956,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
957,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
958,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
959,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
960,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
961,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
962,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
963,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
964,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
965,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
966,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
967,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
968,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
969,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
970,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
971,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
972,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
973,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
974,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
975,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
976,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
977,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
978,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
979,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
980,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
981,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
982,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
983,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
984,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
985,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
986,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
987,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
988,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
989,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
990,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
991,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
992,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
993,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
994,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
995,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
996,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
997,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
998,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
999,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1000,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1001,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1002,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1003,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1004,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1005,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1006,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1007,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1008,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1009,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1010,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1011,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1012,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1013,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1014,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1015,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1016,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1017,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1018,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1019,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1020,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1021,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1022,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1023,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1024,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1025,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1026,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1027,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1028,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1029,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1030,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1031,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1032,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1033,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1034,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1035,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1036,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1037,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1038,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1039,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1040,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1041,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1042,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1043,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1044,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1045,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1046,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1047,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1048,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1049,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1050,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1051,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1052,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1053,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1054,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1055,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1056,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1057,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1058,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1059,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1060,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1061,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1062,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1063,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1064,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1065,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1066,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1067,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1068,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1069,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1070,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1071,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1072,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1073,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1074,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1075,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1076,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1077,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1078,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1079,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1080,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1081,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1082,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1083,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1084,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1085,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1086,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1087,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1088,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1089,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1090,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1091,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1092,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1093,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1094,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1095,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1096,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1097,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1098,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1099,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1100,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1101,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1102,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1103,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1104,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1105,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1106,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
